time,F8,F4,Fz,F3,F7
0,0.034082563,0.035333914,0.09560318,0.027954283,0.032139402
0.004,0.034082094,0.035332773,0.095601906,0.027953144531249998,0.032139301
0.008,0.034081488281249996,0.035332875,0.095602516,0.027952238,0.032139
0.012,0.034080449218749996,0.035333109,0.095602813,0.027952105,0.032139168
0.016,0.034079609,0.035333609,0.095602781,0.027953277,0.032139133
0.02,0.034079109,0.035333543,0.095603047,0.027954451,0.032139736
0.024,0.034078906,0.035334113281249996,0.095602578,0.027955525,0.032140375
0.028,0.034078707031249995,0.03533418,0.095601742,0.027954787,0.032139369
0.032,0.034078773,0.035333711,0.095600938,0.027954720703124998,0.032138564
0.036,0.034078406,0.035334382812499995,0.095600805,0.027954955,0.032137826
0.04,0.034078371,0.03533502,0.095600672,0.027955424,0.03213843
0.044,0.034078738,0.035334449,0.095600531,0.027955961,0.032140006
0.048,0.034080012,0.035334382812499995,0.095599766,0.027956129,0.032140844
0.052,0.034080484,0.035334148,0.095599563,0.027955726562499998,0.032141447
0.056,0.034078672,0.035332875,0.095599695,0.027955424,0.032141949
0.06,0.034077699,0.035332168,0.095599461,0.027956697,0.032142889
0.064,0.034076293,0.035331164062499996,0.095599258,0.027957135,0.032142855468749995
0.068,0.034074852,0.035330258,0.095598891,0.02795757,0.032142720703124995
0.072,0.03407418,0.035329488,0.09559775,0.027958207031249998,0.032142352
0.076,0.034073309,0.035329320312499995,0.095595937,0.027957973,0.032142117
0.08,0.034072703,0.035329421874999996,0.095593492,0.027957099609374998,0.032141615
0.084,0.034072234374999996,0.035329921874999996,0.095591984,0.027957636718749998,0.032140609
0.088,0.034071867,0.035330391,0.095591211,0.027957703,0.032140708984374995
0.092,0.03407123,0.035330023,0.09559068,0.027956934,0.032140273
0.096,0.034070289,0.035329723,0.095591445,0.027957268,0.032140708984374995
0.1,0.034069351562499996,0.035329586,0.095591586,0.027957771484374998,0.032141381
0.104,0.034068613,0.035330629,0.095591281,0.027958877,0.032141949
0.108,0.034068512,0.035330695,0.095592117,0.027959279,0.032142720703124995
0.112,0.034068781,0.035330227,0.095591617,0.027958642578124998,0.032142720703124995
0.116,0.034068348,0.035329656,0.095589938,0.027957904,0.032142318
0.12,0.034067441406249996,0.035329254,0.095589336,0.027958207031249998,0.032141883
0.124,0.03406791,0.035329254,0.09558907,0.027957436,0.032140777343749996
0.128,0.034068445,0.03532902,0.095588602,0.027957335937499998,0.032140441
0.132,0.034068348,0.035328984,0.095588227,0.027957771484374998,0.032139871
0.136,0.034069387,0.035328816,0.095586852,0.027957201171874998,0.032139402
0.14,0.034069887,0.035328648,0.095585281,0.027955424,0.032138229
0.144,0.034070121093749996,0.035328816,0.095584406,0.027954082031249997,0.032137826
0.148,0.034069887,0.035328516,0.095583031,0.027952875,0.032138262
0.152,0.034069754,0.035328145,0.095581789,0.027952574218749998,0.032137156
0.156,0.034069316,0.03532848,0.095581125,0.027952674,0.032136217
0.16,0.034069249999999995,0.035328379,0.095581188,0.027953177734374998,0.032137490234374996
0.164,0.034068648,0.035328179687499996,0.095580984,0.027954082031249997,0.032138061
0.168,0.034067473,0.035327543,0.095581023,0.027954553,0.032137256
0.172,0.034067039,0.035327574,0.095581453,0.027954686,0.032135547
0.176,0.034068277,0.035328011718749996,0.095579984,0.027954183593749998,0.032134809
0.18,0.034068246,0.035327477,0.095578438,0.027953277,0.032133466796874996
0.184,0.034067473,0.035326805,0.095577133,0.027952306640624997,0.032132797
0.188,0.034066938,0.035326336,0.095575187,0.027951232,0.032132328
0.192,0.034066031249999996,0.035325898437499996,0.095574383,0.027951066,0.032132730468749995
0.196,0.034064824,0.035325832,0.095573609,0.027950294921874997,0.032132328
0.2,0.034064324,0.035325898437499996,0.095572844,0.02794949,0.032132127
0.204,0.034064355,0.035325633,0.095572773,0.027950061,0.032133367
0.208,0.03406409,0.035324727,0.095572,0.027950061,0.03213407
0.212,0.034062813,0.035323418,0.095570828,0.027950797,0.032134640624999995
0.216,0.03406184,0.035323082,0.095571094,0.027952271,0.032133971
0.22,0.034061339843749996,0.035322445,0.095572672,0.027953613281249998,0.032133668
0.224,0.034059695,0.03532191,0.095573914,0.027955792968749997,0.032134742187499996
0.228,0.034058621,0.035321441,0.095572906,0.027956630859374998,0.032135043
0.232,0.034058152343749995,0.035320937499999996,0.095572773,0.027956363,0.032136016
0.236,0.034058789,0.035321742,0.09557093,0.027955559,0.032137021
0.24,0.03405993,0.035322445,0.095561203,0.027955189453124998,0.032138162
0.244,0.034059563,0.035321945,0.095553633,0.02795452,0.032139
0.248,0.034058656,0.035321441,0.095551516,0.027954016,0.032137658203124995
0.252,0.034059059,0.035321305,0.095551352,0.027953580078124998,0.032135814
0.256,0.034059094,0.035321238,0.095552891,0.027953580078124998,0.032135076
0.26,0.034059965,0.035321874999999996,0.095554234,0.027953916,0.03213501
0.264,0.034059965,0.035321809,0.095555039,0.027953111,0.032135713
0.268,0.034059394531249995,0.035321609,0.095554633,0.027953748046874997,0.032136352
0.272,0.034059124999999996,0.035321207031249996,0.095554336,0.02795301,0.032135848
0.276,0.034058824,0.035320738,0.095553461,0.02795167,0.032135445
0.28,0.034058891,0.035320402,0.095553664,0.02795083,0.032135547
0.284,0.034058723,0.035320535,0.095554734,0.027950227,0.03213615
0.288,0.03405916,0.0353205,0.095553727,0.027950463,0.032135748046874996
0.292,0.03405973,0.035320167968749996,0.095551313,0.027949658203124998,0.032135982
0.296,0.034059828,0.035319964843749996,0.095550273,0.027949691406249998,0.032135848
0.3,0.034059328124999996,0.035320199,0.095549273,0.027950595703124997,0.032135580078124996
0.304,0.034059394531249995,0.035319832,0.095547289,0.027950427734374998,0.032136016
0.308,0.034059496093749995,0.035319293,0.09554568,0.027950294921874997,0.032136955
0.312,0.034058621,0.035319293,0.095545781,0.027952205,0.032137826
0.316,0.034057281,0.035319531,0.095545352,0.027954150390624998,0.032138664062499996
0.32,0.034056543,0.03531916,0.095544211,0.027954922,0.032139369
0.324,0.034055035156249996,0.035318559,0.095542797,0.027955189453124998,0.032140105
0.328,0.034053629,0.035318121,0.095542766,0.027955624999999998,0.032141313
0.332,0.03405259,0.035319195312499996,0.095541758,0.027956765624999998,0.03214185
0.336,0.034051011718749996,0.035319898,0.095539813,0.027957636718749998,0.032143225
0.34,0.034050578,0.035320098,0.095538141,0.027957771484374998,0.032144633
0.344,0.034051715,0.035320367,0.095537305,0.027957201171874998,0.032144732421874996
0.348,0.034051313,0.035320367,0.095536695,0.027956934,0.032144197
0.352,0.034050441,0.035320434,0.095535523,0.027955859,0.03214433
0.356,0.034050645,0.035320335937499996,0.095533813,0.027954451,0.032144129
0.36,0.034051582,0.035320535,0.095533211,0.027953412,0.032142084
0.364,0.034052219,0.035321105468749996,0.095533281,0.027953412,0.032140844
0.368,0.034051617,0.03532218,0.095532672,0.027953076171874997,0.032140508
0.372,0.034051449,0.035322715,0.095531766,0.027952943,0.032140174
0.376,0.034051414,0.035323082,0.095531195,0.02795301,0.032139871
0.38,0.034050074,0.03532248,0.095531703,0.027953346,0.032139938
0.384,0.034049469,0.035321809,0.095531805,0.027954117,0.032139301
0.388,0.034048598,0.035322313,0.095531602,0.02795482,0.032138598
0.392,0.034047762,0.035322547,0.095532508,0.027955792968749997,0.032139334
0.396,0.034047359374999996,0.035322144531249995,0.095534281,0.027956865,0.032140609
0.4,0.034047625,0.035321207031249996,0.095535727,0.027957804687499997,0.03214118
0.404,0.034048195,0.035320668,0.09553707,0.027958609,0.032140777343749996
0.408,0.034049973,0.035321676,0.09553757,0.027958374999999997,0.032140174
0.412,0.034050441,0.035321609,0.095535289,0.027957066406249998,0.032140174
0.416,0.034050910156249996,0.035321305,0.095533609,0.027955994,0.032140441
0.42,0.034051582,0.035321707031249996,0.095531672,0.02795452,0.032139904
0.424,0.034051617,0.035321809,0.095530727,0.027953646484374997,0.032139268
0.428,0.034051348,0.035321742,0.09553093,0.027953514,0.032138697
0.432,0.03405202,0.035321707031249996,0.095531367,0.027954418,0.032138496093749996
0.436,0.034053426,0.035321141,0.095529961,0.027953781,0.032137961
0.44,0.034053258,0.035320367,0.095528922,0.027953379,0.032137021
0.444,0.034053492,0.035320637,0.095528688,0.027953277,0.032135982
0.448,0.034054297,0.035320602,0.09552718,0.027952271,0.032135211
0.452,0.034054602,0.035320703,0.095525898,0.02795167,0.032134809
0.456,0.034054433593749996,0.035320805,0.095525133,0.027951568359374998,0.032135646484374995
0.46,0.03405507,0.035320535,0.095523391,0.027950025390624997,0.03213568
0.464,0.034055304687499996,0.035320637,0.095522211,0.027949859,0.03213491
0.468,0.034055304687499996,0.035321003906249995,0.095522383,0.027950126953124998,0.03213434
0.472,0.034054031,0.035320703,0.095522617,0.027950395,0.032133836
0.476,0.034053629,0.035319934,0.095522883,0.027950898,0.032133736328124995
0.48,0.034052688,0.03531916,0.095522852,0.0279511,0.0321331
0.484,0.034052453,0.035319195312499996,0.095523555,0.027951703124999998,0.03213283
0.488,0.034052117,0.035319461,0.095523961,0.0279514,0.032133232
0.492,0.034052117,0.035319293,0.095522852,0.027950730468749997,0.032133971
0.496,0.034052621,0.035319629,0.095521641,0.027950328,0.032133266
0.5,0.034053426,0.035320434,0.095520469,0.027950160156249997,0.0321334
0.504,0.034054566,0.035320335937499996,0.095519867,0.027949188,0.032133232
0.508,0.034055972656249996,0.035320703,0.0955195,0.027946238281249997,0.032132697265624996
0.512,0.034057082,0.035320266,0.095518625,0.027945131,0.032131088
0.516,0.034056543,0.035320132812499995,0.095517719,0.027945566,0.032130383
0.52,0.034055203124999996,0.035319598,0.09551725,0.027945968749999998,0.032130986
0.524,0.034053559,0.03531943,0.095516953,0.027946404296874998,0.032131221
0.528,0.034051648,0.035318625,0.095516484,0.027946371,0.032132529
0.532,0.034050008,0.03531725,0.095515203,0.027946605,0.032134172
0.536,0.034049133,0.035317617,0.095514469,0.027946707,0.032133668
0.54,0.034049773,0.03531752,0.095513461,0.027945332,0.032132496
0.544,0.034050645,0.035317449,0.095511891,0.027943789,0.032131656
0.548,0.034050945,0.035316746,0.095510578,0.027942951171874997,0.03213149
0.552,0.034050777,0.035315941406249995,0.095508297,0.027943052734374998,0.032131221
0.556,0.034050508,0.035316210937499995,0.095505352,0.027943824,0.032130449218749996
0.56,0.034050609,0.035317383,0.095503703,0.027944962890624998,0.032131389
0.564,0.034051215,0.035318156249999996,0.095502469,0.027945365,0.032131893
0.568,0.034050777,0.035318156249999996,0.095500859,0.027946371,0.032132059
0.572,0.034050176,0.035318086,0.095500016,0.027947244140624997,0.03213149
0.576,0.034049167968749995,0.035317719,0.095500289,0.027947947,0.032130718749999995
0.58,0.034049035,0.035318188,0.095500586,0.027948685546874998,0.032129746
0.584,0.034049469,0.035318289,0.095500086,0.027948518,0.032128941
0.588,0.034049469,0.035318457,0.09550025,0.027947779,0.032128338
0.592,0.034049336,0.035319598,0.095499719,0.027947209,0.032127936
0.596,0.034048898437499996,0.035319832,0.095499109,0.027946707,0.032127734
0.6,0.034049269531249995,0.035319863281249995,0.09549918,0.027946203,0.032126662109374995
0.604,0.034048598,0.035320167968749996,0.095499516,0.027945968749999998,0.032126627
0.608,0.034046988281249996,0.035320434,0.095499984,0.027945801,0.032127633
0.612,0.034045949218749996,0.035320301,0.095500391,0.027945566,0.032128707
0.616,0.03404652,0.035320535,0.09549968,0.027945701,0.032129277
0.62,0.034046453,0.035319262,0.095497773,0.027945467,0.032130718749999995
0.624,0.034046082,0.035318422,0.095496797,0.027945064453124998,0.03213102
0.628,0.034046051,0.035319363281249995,0.09549643,0.027945533203124998,0.032130215
0.632,0.03404575,0.035320301,0.095496398,0.027946572265624997,0.032130583984374995
0.636,0.034045984,0.035320535,0.095496062,0.027947043,0.032130887
0.64,0.034046418,0.035320871,0.09549093,0.027946908,0.032131959
0.644,0.034047089843749996,0.035321374999999995,0.095484594,0.027947176,0.032131992
0.648,0.034046586,0.035321473,0.095484328,0.027946842,0.032131992
0.652,0.03404575,0.035320703,0.095484398,0.027946473,0.032132629
