,time,F8,F4,F3,F7
0,0,0.089463773,0.11184443,0.027073513671874997,0.065007828
1,0.004,0.089461859,0.11184150781249999,0.027073078,0.065007461
2,0.008,0.089460727,0.111839,0.027074117,0.065010008
3,0.012,0.089460523,0.111837586,0.02707566,0.065010746
4,0.016,0.08945925,0.11183635156249999,0.027074384765624997,0.065007461
5,0.02,0.089457875,0.11183540624999999,0.027071435546874998,0.065005145
6,0.024,0.089457031,0.11183490624999999,0.027069826,0.065005918
7,0.028,0.089456836,0.111834336,0.027070429687499998,0.065009637
8,0.032,0.089456734,0.111833195,0.027070496,0.065012488
9,0.036,0.089455187,0.111832227,0.027068988281249998,0.065009137
10,0.04,0.089452977,0.11183121874999999,0.027066809,0.065005715
11,0.044,0.089451938,0.111829945,0.027065434,0.06500709
12,0.048,0.08945107,0.111828633,0.027065400390624998,0.065011414
13,0.052,0.089450195,0.111826258,0.027066037,0.065013695
14,0.056,0.089447383,0.11182424218749999,0.027065130859374998,0.065010176
15,0.06,0.089444258,0.11182216406249999,0.027063557,0.065006086
16,0.064,0.089443023,0.11181975,0.027063422,0.065005984
17,0.068,0.08944282,0.111817305,0.027064629,0.065007527
18,0.072,0.089442047,0.11181519531249999,0.027066641,0.06500766
19,0.076,0.089439531,0.11181318,0.02706701,0.065004777
20,0.08,0.089436883,0.111810461,0.027065602,0.065002664
21,0.084,0.089434773,0.11180814843749999,0.027064428,0.065002766
22,0.088,0.089433633,0.111806172,0.027063925781249998,0.065005145
23,0.092,0.089432758,0.11180466406249999,0.027063992,0.065005648
24,0.096,0.089430719,0.11180245312499999,0.027063689453124998,0.065001191
25,0.1,0.089428836,0.11179926562499999,0.027063523437499997,0.064997
26,0.104,0.089427563,0.11179641406249999,0.027063422,0.064997066
27,0.108,0.089427734,0.11179370312499999,0.027063791015624998,0.06500025
28,0.112,0.089427633,0.111791789,0.027065467,0.06500243
29,0.116,0.089425586,0.11178997656249999,0.027065835937499998,0.064999078
30,0.12,0.089423477,0.11178807,0.027063455,0.064995086
31,0.124,0.089422805,0.111786188,0.027061746,0.064996797
32,0.128,0.0894225,0.11178421093749999,0.027063857,0.065001023
33,0.132,0.089421633,0.11178179687499999,0.027065602,0.065003133
34,0.136,0.089420055,0.11178025781249999,0.027063422,0.06500052
35,0.14,0.08941925,0.111777305,0.027060104,0.064997738
