,time,F8,F4,F3,F7
0,0,0.030625595703124998,0.042332367,0.012595452,0.030195438
1,0.004,0.03062858,0.042332098,0.012598369,0.030199729
2,0.008,0.030631264,0.042332499999999995,0.012601487304687499,0.030204992187499998
3,0.012,0.030630592,0.042333105,0.01260189,0.03020335
4,0.016,0.030628045,0.042333105,0.012599375,0.030198389
5,0.02,0.030627105,0.042332601562499995,0.012597934,0.030196813
6,0.024,0.030629486,0.04233193,0.012599207,0.030199729
7,0.028,0.030632470703124998,0.042331395,0.012601186,0.030203115234374998
8,0.032,0.030631297,0.042330488281249995,0.012600916992187499,0.030200467
9,0.036,0.030628246,0.042330188,0.01259857,0.030194431640624998
10,0.04,0.030628078,0.042330386718749995,0.012597463867187499,0.030192152343749997
11,0.044,0.030630458984374997,0.042330656,0.012599811,0.030196309
12,0.048,0.030631933593749997,0.042330758,0.012602896,0.030202142578124997
13,0.052,0.03062982,0.042331730468749995,0.0126036,0.030200467
14,0.056,0.030625529,0.042332332031249996,0.012601152,0.030194566406249998
15,0.06,0.030625664,0.042332133,0.012598771,0.030191916015624997
16,0.064,0.030629688,0.042332499999999995,0.012599006,0.030194431640624998
17,0.068,0.030632771484374998,0.042333269531249995,0.012601051757812499,0.030198254
18,0.072,0.030631228515624997,0.042333238,0.012601152,0.030195303
19,0.076,0.030627742187499998,0.042332668,0.012598872,0.030189570312499997
20,0.08,0.030626234,0.042332230468749996,0.012597028,0.030187592
21,0.084,0.03062848,0.042332199,0.012598805,0.030191615
22,0.088,0.030630189453124998,0.042331562499999996,0.012601286132812499,0.030196779
23,0.092,0.030627775390624997,0.042330656,0.012601387,0.030195102
24,0.096,0.030624355,0.042330050781249996,0.012599644,0.030189805
25,0.1,0.030623316,0.042329582,0.012598604,0.030188732
26,0.104,0.030625229,0.042329383,0.012599644,0.030192252
27,0.108,0.030627072,0.042329484,0.012600984374999999,0.030195537
28,0.112,0.030624724609374997,0.042329816,0.012599207,0.030191715
29,0.116,0.030620701171874997,0.04232975,0.012594848632812499,0.030184541
30,0.12,0.030619563,0.042330050781249996,0.012591429,0.030182193359374998
31,0.124,0.030621875,0.042331059,0.012591596679687499,0.030184339843749998
32,0.128,0.030624691406249998,0.042331594,0.012593508,0.030187592
33,0.132,0.030623586,0.042332133,0.012592771,0.03018501
34,0.136,0.030620166,0.042332633,0.012590423,0.030179646
35,0.14,0.030619193359374998,0.042332566,0.01259049,0.030178707031249998
36,0.144,0.030620971,0.042332133,0.012592133,0.030184439
37,0.148,0.030623417968749997,0.042331828,0.012593407226562499,0.030189033
38,0.152,0.030622210937499998,0.042331527,0.012592301,0.030186787
39,0.156,0.030618689,0.042331227,0.01258878,0.030181824
40,0.16,0.030617449,0.042330453,0.012587741,0.030180383
41,0.164,0.030619596,0.042330555,0.012589853515624999,0.030183835937499997
42,0.168,0.030621473,0.04233116,0.012592602539062499,0.030187123
43,0.172,0.030620166,0.042331023,0.012592468749999999,0.030184507812499997
44,0.176,0.030616779296874997,0.042330152,0.012590590820312499,0.030178371
45,0.18,0.030616142578124998,0.042329383,0.012588813476562499,0.030176998046874997
46,0.184,0.030618824,0.042328879,0.012589316406249999,0.030180785156249997
47,0.188,0.030620701171874997,0.042328109,0.012591831054687499,0.030185480468749998
48,0.192,0.030618959,0.042327473,0.012591765,0.030183937499999997
49,0.196,0.03061423,0.042326699,0.012589384,0.030178641
50,0.2,0.030613124999999998,0.042325628906249996,0.012587707,0.030177064
51,0.204,0.030615605468749998,0.042324183593749995,0.012588244,0.030180484
52,0.208,0.030618455,0.04232402,0.012590256,0.030183769531249998
53,0.212,0.030616912109374998,0.042324183593749995,0.012590725,0.030180148
54,0.216,0.030613494,0.042324586,0.012588076171874999,0.030172134765624997
55,0.22,0.030613092,0.042324688,0.012585964,0.030168749999999998
56,0.224,0.030615102,0.042324352,0.012586265624999999,0.030172975
57,0.228,0.030616344,0.042323515624999995,0.012588109,0.030178104
58,0.232,0.030614297,0.042322844,0.012586802,0.030176394531249998
59,0.236,0.03061024,0.04232241,0.012584455078124999,0.030172438
60,0.24,0.030609134765624997,0.042321402343749995,0.012583516601562499,0.030172705078124997
61,0.244,0.030611582031249997,0.042321035,0.012585294,0.030176830078124998
62,0.248,0.030614197265624997,0.042321805,0.012588813476562499,0.030180919921874997
63,0.252,0.030612587890624997,0.042321535,0.012590256,0.030178607
64,0.256,0.030609537109374998,0.042320699,0.012589384,0.030174182
65,0.26,0.030608732,0.042320261718749995,0.012588579101562499,0.030173779296874998
66,0.264,0.030610576171874997,0.042319391,0.012589384,0.030178809
67,0.268,0.030612453124999998,0.042319523,0.012590892578124999,0.030182361328124997
68,0.272,0.030611146484374997,0.042320027,0.012590222,0.030177734374999998
69,0.276,0.030607660156249997,0.042319859,0.01258868,0.030170492
70,0.28,0.030606285,0.042319859,0.012588244,0.030168078124999997
71,0.284,0.03060833,0.042320328,0.012589753,0.030171197265624998
72,0.288,0.030609906,0.042320699,0.012591127,0.030174314
73,0.292,0.030608162,0.042320934,0.012589316406249999,0.030172134765624997
74,0.296,0.030605648437499997,0.042319523,0.012586501,0.030165832
75,0.3,0.030605313,0.04231775,0.012585059,0.030162982421874998
76,0.304,0.030607592,0.042316508,0.012586232,0.030167342
77,0.308,0.030608799,0.042316473,0.01258868,0.030172134765624997
78,0.312,0.030606721,0.042316441406249995,0.012588948,0.030170393
79,0.316,0.030604105,0.042315836,0.012585562,0.03016382
80,0.32,0.030604072265624997,0.042315637,0.012582276367187499,0.030162546874999998
81,0.324,0.030606083984374997,0.042315336,0.012581572265624999,0.030167173828124998
82,0.328,0.030607021,0.042314629,0.012582108,0.030171264
83,0.332,0.030603904296874998,0.042313758,0.012580834,0.030168414
84,0.336,0.030600518,0.042312922,0.012577213,0.030162279296874997
85,0.34,0.030599545,0.042311781,0.012575705078124999,0.030160871
86,0.344,0.030600652,0.042311277343749995,0.012577112304687499,0.030164591796874998
87,0.348,0.030600886718749998,0.042311175781249995,0.01257946,0.030169521
88,0.352,0.030598439453124997,0.042310539,0.012577916992187499,0.030167375
89,0.356,0.030594281249999997,0.042308594,0.012573895,0.030162244
90,0.36,0.030592806640624998,0.042307121,0.01257215,0.030160703124999997
91,0.364,0.030594215,0.042306046874999996,0.012573324,0.030164895
92,0.368,0.030595857421874997,0.042305609,0.012575973,0.030167408
93,0.372,0.030593410156249997,0.042305074218749995,0.012576274,0.030164054687499997
94,0.376,0.030588884765624998,0.042304605,0.012574397,0.030159865
95,0.38,0.030587979,0.042304402,0.012572251,0.030160066406249998
96,0.384,0.030590426,0.042304238281249996,0.01257215,0.030165396
97,0.388,0.030591566,0.042304504,0.012573727,0.030169755859374998
98,0.392,0.030588044921874998,0.04230427,0.012573492,0.030168012
99,0.396,0.030584189453124997,0.042303765624999996,0.012570709,0.030162111328124998
100,0.4,0.030584357,0.04230293,0.012569602539062499,0.030160703124999997
101,0.404,0.030586603515624998,0.042302324,0.012569803710937499,0.030165162109374997
102,0.408,0.030588113,0.042302258,0.012570206,0.030169723
103,0.412,0.030585096,0.042301488,0.012568797851562499,0.030167441
104,0.416,0.030580568359374997,0.042300715,0.012566082,0.030162078
105,0.42,0.030580267578124997,0.042300414,0.012565110351562499,0.030161238
106,0.424,0.030582916,0.042299977,0.012566015,0.030164424
107,0.428,0.030585096,0.042299977,0.012567859374999999,0.030166871
108,0.432,0.030582681640624998,0.042299140624999995,0.012567088,0.030163754
109,0.436,0.030578826,0.042297898437499995,0.012565412,0.030159093749999998
110,0.44,0.030578958984374998,0.042296960937499996,0.012564774414062499,0.030158188
111,0.444,0.03058248,0.042296492,0.012565914,0.030161037
112,0.448,0.030585498,0.042296391,0.012567591,0.030163318
113,0.452,0.030583654,0.042296727,0.012567188,0.030161072
114,0.456,0.030580604,0.042297164062499996,0.012564372,0.030157216796874997
115,0.46,0.030579562499999997,0.042298066,0.012562963867187499,0.030158289
116,0.464,0.030581475,0.042298703124999996,0.012563769,0.030163418
117,0.468,0.030583687499999998,0.042300047,0.012565513,0.030166167968749998
118,0.472,0.030582111328124998,0.042300949218749995,0.012564339,0.030162883
119,0.476,0.030578424,0.042301253906249996,0.012562059,0.030159262
120,0.48,0.030577685546874997,0.042301488,0.012561489257812499,0.030159529296874998
121,0.484,0.030580469,0.042302258,0.012563735351562499,0.030162546874999998
122,0.488,0.03058248,0.042303398,0.012565914,0.030164591796874998
123,0.492,0.030580234374999998,0.042303332031249995,0.012565579,0.030161775
124,0.496,0.030577048828124998,0.042302996093749996,0.012563099,0.030158121
125,0.5,0.030577418,0.042302894531249996,0.012561925,0.030158388671874998
126,0.504,0.030578958984374998,0.04230323,0.012563501,0.030162279296874997
127,0.508,0.030579798828124997,0.042304371,0.012566015,0.03016409
128,0.512,0.030578391,0.042305746,0.012566350585937499,0.030160502
129,0.516,0.030576781249999997,0.042305945312499996,0.012563601562499999,0.030155271
