,time,F8,F4,F3,F7,,,
0,0,0.102525563,0.17446321874999998,0.027076498046874998,0.084741914,,,
1,0.004,0.102525461,0.17446103124999998,0.027078039,0.084742047,,,
2,0.008,0.102524289,0.174459797,0.027077671874999997,0.084742016,,,
3,0.012,0.10252475781249999,0.174459531,0.027075492187499998,0.084739734,,,
4,0.016,0.10252579687499999,0.17445995312499998,0.027076631,0.084737586,,,
5,0.02,0.102526398,0.17445795312499998,0.027078509765624998,0.084738125,,,
6,0.024,0.102526469,0.174455125,0.027079348,0.084740539,,,
7,0.028,0.102525531,0.174453453,0.027078375,0.08473782,,,
8,0.032,0.102524523,0.174454031,0.027077604,0.084737656,,,
9,0.036,0.10252421874999999,0.174454422,0.027078275,0.08473782,,,
10,0.04,0.10252455468749999,0.174453656,0.027080051,0.084738328,,,
11,0.044,0.102522781,0.17445175,0.027081158,0.084737453,,,
12,0.048,0.102520766,0.174450672,0.027080554687499998,0.084737555,,,
13,0.052,0.10252019531249999,0.174451641,0.027079548828124998,0.084736648,,,
14,0.056,0.102521336,0.174453188,0.027078609,0.084734836,,,
15,0.06,0.102521875,0.17445271874999999,0.027080924,0.08473668,,,
16,0.064,0.102520836,0.174450406,0.027082398,0.084737586,,,
17,0.068,0.10251832,0.17445,0.027080924,0.084738492,,,
18,0.072,0.102518758,0.174451484,0.027078777,0.084737891,,,
19,0.076,0.102520703,0.174453359,0.027080219,0.084737383,,,
20,0.08,0.10252143749999999,0.174452547,0.027082734,0.084734438,,,
21,0.084,0.10252043,0.17444923437499998,0.027085316406249997,0.084735305,,,
22,0.088,0.102519227,0.174447563,0.027086287,0.084734406,,,
23,0.092,0.102518859,0.17444782812499998,0.027086891,0.084736648,,,
24,0.096,0.102520094,0.174448063,0.027088667968749997,0.084738055,,,
25,0.1,0.102521,0.17444671874999998,0.027089505859374998,0.084739164,,,
26,0.104,0.10252066406249999,0.174443625,0.027089205078124998,0.084737992,,,
27,0.108,0.102520133,0.174442422,0.027089607,0.084735813,,,
28,0.112,0.10251912499999999,0.174442922,0.027087965,0.08473725,,,
29,0.116,0.102519664,0.174443203,0.027084813,0.084740641,,,
30,0.12,0.10251949218749999,0.174441688,0.027085684,0.084741781,,,
31,0.124,0.102518555,0.174438563,0.027086422,0.0847395,,,
32,0.128,0.102517016,0.174437063,0.027086824,0.084738992,,,
33,0.132,0.10251600781249999,0.17443692187499998,0.027084914,0.084737523,,,
34,0.136,0.102516813,0.174436422,0.027083136718749998,0.084735875,,,
35,0.14,0.102517078,0.174434641,0.027085248,0.084736414,,,
36,0.144,0.10251546874999999,0.174432266,0.027087695,0.084736109,,,
37,0.148,0.102515031,0.17443173437499998,0.027087361,0.0847345,,,
38,0.152,0.10251339062499999,0.174431891,0.027087729,0.084738492,,,
39,0.156,0.10251426562499999,0.17443103124999998,0.027087193359374998,0.084735875,,,
40,0.16,0.102515,0.174429813,0.027087160156249998,0.084732055,,,
41,0.164,0.10251372656249999,0.174427266,0.027088332,0.084730516,,,
42,0.168,0.102512789,0.174425422,0.027086187499999997,0.084730414,,,
43,0.172,0.10251248437499999,0.174425859,0.027084947,0.084731117,,,
44,0.176,0.10251232,0.174425891,0.027083305,0.08473125,,,
45,0.18,0.102513125,0.17442425,0.027083470703124998,0.084731422,,,
46,0.184,0.10251214843749999,0.174421672,0.027084311,0.084729508,,,
47,0.188,0.10251060937499999,0.174420703,0.027082701171874998,0.084727398,,,
48,0.192,0.10251094531249999,0.17442160937499998,0.027081695312499997,0.084728,,,
49,0.196,0.102510773,0.17442082812499998,0.027082701171874998,0.084729945,,,
50,0.2,0.10251003906249999,0.174418219,0.027084476562499998,0.08473132,,,
51,0.204,0.102509133,0.174415031,0.027085583984374998,0.084731086,,,
52,0.208,0.102508063,0.174412625,0.027086119,0.084731586,,,
53,0.212,0.102508594,0.174412047,0.027085013671874998,0.084730852,,,
54,0.216,0.102508359,0.17441210937499999,0.027086422,0.084732422,,,
55,0.22,0.102509438,0.174411344,0.027090781249999998,0.08473618,,,
56,0.224,0.102510305,0.174408828,0.027093463,0.084732523,,,
57,0.228,0.10251081249999999,0.17440721874999998,0.027091283,0.084729375,,,
58,0.232,0.102511719,0.174406859,0.027088266,0.084731453,,,
59,0.236,0.102511313,0.174405406,0.027088131,0.084733969,,,
60,0.24,0.102510438,0.174402328,0.027089673828124997,0.084735445,,,
61,0.244,0.102509031,0.17439928124999998,0.027092087890624998,0.084736516,,,
62,0.248,0.10250732,0.174397359,0.027091854,0.084733461,,,
63,0.252,0.102506484,0.174395953,0.027089373,0.084732227,,,
64,0.256,0.10250708593749999,0.17439501562499998,0.027088734,0.084733195,,,
65,0.26,0.102506852,0.174393578,0.027090848,0.084732289,,,
66,0.264,0.102505945,0.174391063,0.027093361,0.084731617,,,
67,0.268,0.102505945,0.17438982812499998,0.027093195,0.08473132,,,
68,0.272,0.102505609,0.174390219,0.027091115234374998,0.084731789,,,
69,0.276,0.10250625,0.174390297,0.027089574,0.084734703,,,
70,0.28,0.10250658593749999,0.174388719,0.027090613,0.084735305,,,
71,0.284,0.10250617968749999,0.17438585937499998,0.027092021,0.084734031,,,
72,0.288,0.102505242,0.174383578,0.027092556640624998,0.084731891,,,
73,0.292,0.102505578,0.17438375,0.027090344,0.084729773,,,
74,0.296,0.102506453,0.174383656,0.027087058593749998,0.084730008,,,
75,0.3,0.10250625,0.174381609,0.02708726,0.084732055,,,
76,0.304,0.10250682,0.17437921874999998,0.027088097656249997,0.084727734,,,
77,0.308,0.10250658593749999,0.17437824999999998,0.027088199218749998,0.084725789,,,
78,0.312,0.102506891,0.174379156,0.027085148437499998,0.084729242,,,
79,0.316,0.102506117,0.174379188,0.027085215,0.084729813,,,
80,0.32,0.102505109,0.174376641,0.027086052734374998,0.084729344,,,
81,0.324,0.102504203,0.17437306249999998,0.02708783,0.084728969,,,
82,0.328,0.10250306249999999,0.174372156,0.027090679687499997,0.084729437,,,
83,0.332,0.102503336,0.174372516,0.027089539062499998,0.084729273,,,
84,0.336,0.10250500781249999,0.174372453,0.027088266,0.084730047,,,
85,0.34,0.102505578,0.17437057812499998,0.027090143,0.084731281,,,
86,0.344,0.102505445,0.17436782812499999,0.027091049,0.084731016,,,
87,0.348,0.102505578,0.17436682812499998,0.027089271,0.084728867,,,
88,0.352,0.10250484374999999,0.17436682812499998,0.027088299,0.084728062,,,
89,0.356,0.10250450781249999,0.17436671874999998,0.027087428,0.084726656,,,
90,0.36,0.10250326562499999,0.174364469,0.027090746,0.0847285,,,
91,0.364,0.102501391,0.174361281,0.027093529,0.084729875,,,
92,0.368,0.102500648,0.17435904687499998,0.027090244140624997,0.08472582,,,
93,0.372,0.102500719,0.174358813,0.027088367,0.084727594,,,
94,0.376,0.102501258,0.174359281,0.027088935546874998,0.084728773,,,
95,0.38,0.102501289,0.174357438,0.027089707,0.084728336,,,
96,0.384,0.10250068749999999,0.17435521874999999,0.027090679687499997,0.084727664,,,
97,0.388,0.102499813,0.174355016,0.027091619,0.084727828,,,
98,0.392,0.102500516,0.174355859,0.027091418,0.084728398,,,
99,0.396,0.102501258,0.174356156,0.027092457,0.084729375,,,
100,0.4,0.10250172656249999,0.17435478124999998,0.027093396484374997,0.084726891,,,
101,0.404,0.102500148,0.174351906,0.027094604,0.084726859,,,
102,0.408,0.102497664,0.17434995312499998,0.027095273437499998,0.084727594,,,
103,0.412,0.10249639062499999,0.174349891,0.027093764,0.084726789,,,
104,0.416,0.102496828,0.174349688,0.027094436,0.084729305,,,
105,0.42,0.10249729687499999,0.17434784374999998,0.027096412,0.08472907,,,
106,0.424,0.102496227,0.17434506249999998,0.027098156249999998,0.084727969,,,
107,0.428,0.102495391,0.17434268749999998,0.027097888671874997,0.084726359,,,
108,0.432,0.10249435156249999,0.174341547,0.027094938,0.084727828,,,
109,0.436,0.102493844,0.174341109,0.027093295,0.084729273,,,
110,0.44,0.102494211,0.17434009374999998,0.027095676,0.08473075,,,
111,0.444,0.102493547,0.17433801562499998,0.027098291015624998,0.084729344,,,
112,0.448,0.102492203,0.17433725,0.027097217,0.084727164,,,
113,0.452,0.10249143,0.174337188,0.027095977,0.084724648,,,
114,0.456,0.102492336,0.174336813,0.027096346,0.084724109,,,
115,0.46,0.10249360937499999,0.174334734,0.027097988,0.084722633,,,
116,0.464,0.102493406,0.174331656,0.027100068,0.084722297,,,
117,0.468,0.102493172,0.17433048437499998,0.02709866,0.08472143,,,
118,0.472,0.102493508,0.17433078124999998,0.027096882812499997,0.084720289,,,
119,0.476,0.102495156,0.174330641,0.027097217,0.084718477,,,
120,0.48,0.10249592187499999,0.174328531,0.027100135,0.084718312,,,
121,0.484,0.10249555468749999,0.17432548437499998,0.027103353515624998,0.084718883,,,
122,0.488,0.10249438281249999,0.174324313,0.027101945,0.084720117,,,
123,0.492,0.10249401562499999,0.17432481249999998,0.027100470703124997,0.084720086,,,
124,0.496,0.10249505468749999,0.17432525,0.027101543,0.084721258,,,
125,0.5,0.10249679687499999,0.174324609,0.027103488281249997,0.08472193,,,
126,0.504,0.10249716406249999,0.174322094,0.027104828124999997,0.084722234,,,
127,0.508,0.102495453,0.174320219,0.027104762,0.084722297,,,
128,0.512,0.102494078,0.174321297,0.027104861,0.08472307,,,
129,0.516,0.10249471874999999,0.17432203124999998,0.027104762,0.084721195,,,
130,0.52,0.10249451562499999,0.174321484,0.027106203,0.084721195,,,
131,0.524,0.102493344,0.174320047,0.027107947265624998,0.084720086,,,
132,0.528,0.102492602,0.174319781,0.027105398437499997,0.084717437,,,
133,0.532,0.102493711,0.17432106249999998,0.027103018,0.084716703,,,
