,time,F8,F4,F3,F7
0,0,0.14432075,0.167802422,0.202357281,0.099958953
1,0.004,0.144319703,0.16780210937499998,0.202356844,0.099956141
2,0.008,0.144318703,0.16780110937499998,0.202355203,0.099953258
3,0.012,0.144317422,0.167801,0.20235473437499998,0.099951617
4,0.016,0.144316531,0.16780221874999998,0.202355344,0.099951445
5,0.02,0.14431639062499999,0.167803719,0.202355531,0.099950336
6,0.024,0.144315313,0.167804469,0.2023545,0.099947992
7,0.028,0.144315047,0.167803797,0.202352594,0.099944773
8,0.032,0.144314844,0.167804063,0.202351578,0.099943133
9,0.036,0.144314344,0.167804828,0.20235117187499999,0.099942828
10,0.04,0.14431539062499998,0.16780596874999998,0.202350938,0.099943195
11,0.044,0.144316188,0.167805875,0.20235,0.099943602
12,0.048,0.14431606249999998,0.1678055,0.20234873437499998,0.099941555
13,0.052,0.144314844,0.167805438,0.202347891,0.099940383
14,0.056,0.144315453,0.167805828,0.202347484,0.099941055
15,0.06,0.144317234,0.16780678124999998,0.202347422,0.099941492
16,0.064,0.14431806249999998,0.167806641,0.20234628124999998,0.099938367
17,0.068,0.144318203,0.167805563,0.202344266,0.099936227
18,0.072,0.144318266,0.167805563,0.202342969,0.099935555
19,0.076,0.144318094,0.167807203,0.202342969,0.099935523
20,0.08,0.14431846874999998,0.167809359,0.20234312499999998,0.099934344
21,0.084,0.144318375,0.167810031,0.20234239062499998,0.09993193
22,0.088,0.144318031,0.16780948437499998,0.202340859,0.099931227
23,0.092,0.144317594,0.167809719,0.20234025,0.099929852
24,0.096,0.144318406,0.167810734,0.20234001562499998,0.099927977
25,0.1,0.144319375,0.167812609,0.202340281,0.099925898
26,0.104,0.14431884374999998,0.167813375,0.20234001562499998,0.099922445
27,0.108,0.144318031,0.167813109,0.20233920312499998,0.099918453
28,0.112,0.14431635937499998,0.16781404687499998,0.20233864062499998,0.099916344
29,0.116,0.14431528124999998,0.167816,0.20233782812499998,0.099915672
30,0.12,0.144315016,0.167818641,0.2023385,0.09991393
31,0.124,0.14431360937499998,0.167819484,0.202338063,0.099911984
32,0.128,0.144313266,0.16781898437499998,0.20233626562499998,0.099910406
33,0.132,0.144312844,0.167819047,0.202334984,0.099908531
34,0.136,0.144313375,0.167820547,0.20233437499999998,0.099907625
35,0.14,0.14431417187499998,0.16782206249999998,0.20233367187499998,0.099908562
36,0.144,0.144314781,0.167822328,0.20233170312499998,0.099908062
37,0.148,0.144315109,0.167821828,0.20232951562499998,0.099907289
38,0.152,0.144316219,0.167821594,0.202327938,0.099905211
39,0.156,0.14431668749999998,0.167823141,0.202327203,0.099903703
40,0.16,0.14431639062499999,0.167825484,0.20232710937499998,0.09990243
41,0.164,0.14431460937499999,0.167826563,0.202325828,0.099902492
42,0.168,0.144311594,0.167827969,0.20232424999999998,0.099900352
43,0.172,0.14431001562499998,0.16782914062499998,0.20232224999999998,0.099900484
44,0.176,0.14430901562499998,0.167830953,0.202321,0.099901555
45,0.18,0.144309078,0.167833359,0.202320641,0.09990025
46,0.184,0.144308875,0.167834797,0.202319297,0.099898336
47,0.188,0.144308172,0.167834938,0.202317156,0.099896961
48,0.192,0.14430834374999998,0.167835547,0.20231546874999998,0.09989525
49,0.196,0.14430864062499998,0.167836547,0.202314641,0.099895219
50,0.2,0.144308813,0.16783789062499999,0.20231482812499998,0.099895016
51,0.204,0.14430734374999998,0.167838594,0.202314563,0.099893039
52,0.208,0.144306297,0.16783848437499999,0.20231282812499998,0.099889922
53,0.212,0.14430626562499999,0.167838531,0.202311516,0.099886336
54,0.216,0.144306297,0.167839625,0.202310984,0.099886
55,0.22,0.144306469,0.167841578,0.202311281,0.099884859
56,0.224,0.14430556249999998,0.167842281,0.202310438,0.099881977
57,0.228,0.14430456249999998,0.16784164062499998,0.202308906,0.099879898
58,0.232,0.14430345312499998,0.167841375,0.202307891,0.099879297
59,0.236,0.144303141,0.16784225,0.20230823437499998,0.099878891
