,time,F8,F4,F3,F7
0,0,0.022662354,0.051643922,0.067393922,0.033378648
1,0.004,0.022683709,0.051655488281249995,0.067397977,0.033378550781249995
2,0.008,0.022675361328124997,0.051650527343749995,0.067397641,0.033359035
3,0.012,0.022640895,0.051634468749999995,0.067392852,0.033339457
4,0.016,0.022656352,0.051642515624999996,0.067391711,0.033361749999999996
5,0.02,0.022677139,0.051655188,0.067394797,0.033385555
6,0.024,0.022686324218749998,0.051657367,0.067395297,0.033390453
7,0.028,0.022669728515624998,0.051651464843749995,0.067393555,0.033368188
8,0.032,0.022639822265624998,0.051634336,0.067387117,0.033338652
9,0.036,0.02265682,0.051636312499999996,0.067385711,0.033354777343749996
10,0.04,0.022672847656249998,0.051646805,0.067388555,0.033369832
11,0.044,0.022674256,0.051652508,0.067389695,0.033379355
12,0.048,0.022658262,0.051651835937499994,0.067391945,0.033370469
13,0.052,0.02263848,0.051641945,0.067391977,0.033351859
14,0.056,0.022657895,0.051647074,0.067392141,0.0333645
15,0.06,0.022674088,0.051655188,0.067392547,0.033374359374999996
16,0.064,0.022683542968749998,0.051655355,0.067392078,0.033380258
17,0.068,0.022667248046874998,0.051647008,0.067390031,0.033358266
18,0.072,0.022633385,0.051630879,0.067386945,0.033332816
19,0.076,0.022654373,0.051639429687499995,0.067388453,0.033350688
20,0.08,0.022671841796874998,0.051650730468749996,0.067390633,0.03337057
21,0.084,0.022678043,0.051656863,0.067393422,0.033387265624999996
22,0.088,0.022661749999999998,0.051651499999999996,0.067393586,0.033365305
23,0.092,0.022634492187499997,0.051635406249999995,0.067387648,0.03333523
24,0.096,0.022649209,0.051635507812499995,0.067384867,0.033351492
25,0.1,0.022661179687499998,0.051650593749999994,0.067387414,0.033377879
26,0.104,0.02267107,0.051659848,0.06738718,0.033383879
27,0.108,0.022660173828124998,0.051654184,0.067386008,0.033369629
28,0.112,0.02263409,0.051631887,0.067380313,0.033335199
29,0.116,0.022652295,0.051633461,0.0673785,0.033349348
30,0.12,0.022668722656249998,0.051643519531249994,0.067381883,0.033372246093749995
31,0.124,0.022676769531249998,0.05165016,0.067384664,0.033387398
32,0.128,0.022665203,0.051650425781249995,0.067384602,0.033365441
33,0.132,0.022638213,0.051635742,0.067380406,0.033329734374999996
34,0.136,0.022650986328124997,0.051636246,0.067377727,0.03335052
35,0.14,0.022661246,0.051651398437499996,0.067379234,0.033371375
36,0.144,0.022668388671874998,0.051660652343749995,0.067380641,0.033377441
37,0.148,0.022656955,0.051652941,0.067379406,0.033361719
38,0.152,0.022629763671874997,0.051627594,0.067373641,0.033329734374999996
39,0.156,0.022650752,0.051632824,0.06737082,0.033344820312499995
40,0.16,0.022665002,0.051647578124999996,0.0673735,0.033365508
41,0.164,0.022677676,0.051653613281249997,0.067375648,0.033372781
42,0.168,0.022668422,0.051645902343749994,0.067376719,0.033359137
43,0.172,0.022633955,0.051627191406249995,0.067372695,0.033332918
44,0.176,0.022644146,0.051631214843749995,0.067368242,0.033340965
45,0.18,0.022661582,0.051646671874999994,0.067365555,0.033354039
46,0.184,0.022673014,0.051656027,0.067362977,0.033368324218749995
47,0.188,0.022666209,0.051653313,0.067361531,0.033361348
48,0.192,0.022634927734374997,0.051634836,0.067358516,0.03333057
49,0.196,0.02264408,0.051636414,0.067357242,0.033341769531249996
50,0.2,0.022665939,0.051648047,0.067361195,0.03336641
51,0.204,0.022674925781249997,0.051655523437499996,0.067364117,0.033378011718749996
52,0.208,0.022661783203124997,0.051649925781249995,0.067363883,0.033362691
53,0.212,0.022629797,0.051634738281249995,0.067360961,0.033331008
54,0.216,0.022642135,0.051635507812499995,0.067359789,0.033338347656249996
55,0.22,0.022662822,0.051647374999999995,0.067361531,0.033353301
56,0.224,0.022675697,0.051653613281249997,0.067363445,0.033366578
57,0.228,0.0226589,0.051649386718749996,0.06736532,0.033353402
58,0.232,0.022627082,0.051630313,0.067363141,0.033328793
59,0.236,0.022645689,0.051634468749999995,0.067361234,0.033339957
60,0.24,0.022662721,0.051646437499999996,0.067362711,0.033354375
61,0.244,0.022673416,0.051659109,0.067364953,0.033360645
62,0.248,0.022661447,0.051655727,0.067365859,0.033354141
63,0.252,0.022627953,0.05164,0.067362102,0.033322187499999996
64,0.256,0.022640492,0.051637117,0.067358953,0.033336875
65,0.26,0.022662922,0.051647374999999995,0.067360859,0.033352832
66,0.264,0.02267298,0.051655254,0.067361703,0.033359137
67,0.268,0.022660273,0.051646941,0.067359727,0.033341836
68,0.272,0.022625037,0.051631382812499994,0.06735543,0.03331582
69,0.276,0.022642504,0.051637148437499995,0.067354664,0.033341871093749996
70,0.28,0.022663525390624998,0.05165066,0.067356367,0.033362019531249995
71,0.284,0.022675664,0.051656094,0.067357109,0.033367719
72,0.288,0.022662152,0.051649925781249995,0.067356437,0.033348004
73,0.292,0.022627383,0.051637148437499995,0.067353484,0.033322121
74,0.296,0.022643543,0.051638660156249995,0.067353891,0.033338215
75,0.3,0.022661447,0.051643422,0.067357141,0.033342137
76,0.304,0.022669963,0.05165093,0.067355937,0.033342508
77,0.308,0.022657826,0.051650460937499997,0.067352953,0.033334258
78,0.312,0.022630166015624998,0.051636816,0.067347516,0.033322691
79,0.316,0.022645656,0.051643891,0.067345375,0.033341969
80,0.32,0.022656854,0.051652640624999996,0.067345672,0.033357395
81,0.324,0.022662555,0.051658777,0.067347516,0.033365441
82,0.328,0.02265709,0.051652574,0.067345539,0.033342676
83,0.332,0.022628724609374998,0.051633328124999996,0.067340883,0.033311797
84,0.336,0.022645320312499998,0.051638828124999994,0.06734018,0.033326949
85,0.34,0.022665504,0.051645195312499996,0.067341984,0.03334043
86,0.344,0.022670668,0.051656531,0.067346281,0.033353234
87,0.348,0.022654742,0.051653109,0.067347352,0.033344855
88,0.352,0.022622354,0.051638793,0.067344437,0.033315585937499996
89,0.356,0.022635129,0.051637789062499995,0.06734182,0.033325004
90,0.36,0.022653568359374997,0.051649488281249996,0.067342891,0.033352332
91,0.364,0.022665939,0.051654953,0.067348258,0.033361113
92,0.368,0.022658732421874998,0.05165207,0.067348156,0.033336707031249996
93,0.372,0.022629261718749998,0.051637016,0.067341789,0.033308676
94,0.376,0.022643945,0.051641339843749995,0.067339945,0.03332591
95,0.38,0.022662185546874998,0.051649554687499995,0.067339906,0.033343578124999995
96,0.384,0.022669125,0.051651499999999996,0.06734018,0.033348977
97,0.388,0.022656117187499998,0.051649723,0.067340008,0.033335699
98,0.392,0.022624635,0.051631184,0.067336625,0.033306832
99,0.396,0.022643275,0.051641945,0.067335484,0.033328492187499996
100,0.4,0.022659871,0.051655824,0.06733843,0.033347938
101,0.404,0.022664128906249997,0.051659109,0.067338867,0.033350723
102,0.408,0.022654742,0.051654684,0.067338102,0.033329934
103,0.412,0.022622656249999998,0.051636984,0.067334313,0.03330375
104,0.416,0.022638246093749998,0.051643051,0.067333203,0.033322391
105,0.42,0.022662318,0.051649691406249996,0.067334273,0.033340730468749996
106,0.424,0.022673148,0.051660484374999996,0.067334813,0.033342910156249995
107,0.428,0.022662621093749998,0.051655488281249995,0.067332734,0.033327387
108,0.432,0.022627148437499998,0.051634066,0.067325422,0.033310254
109,0.436,0.022636436,0.051645464843749996,0.067323242,0.033329934
110,0.44,0.022657123046874998,0.051652269531249996,0.067322813,0.033334762
111,0.444,0.022668388671874998,0.051659277,0.067322375,0.033341066
112,0.448,0.022649578,0.051654852,0.067321539,0.033328258
113,0.452,0.022618768,0.051634602,0.067318648,0.033304386718749995
114,0.456,0.022642437499999998,0.051644863281249995,0.067318047,0.033331676
115,0.46,0.022662789062499997,0.051652941,0.067318953,0.03334234
116,0.464,0.022672244,0.051658137,0.067319625,0.033341398437499996
117,0.468,0.022655144531249997,0.05165425,0.067320563,0.033326984
118,0.472,0.022622389,0.051640535,0.067317781,0.033296641
119,0.476,0.022636201,0.051641977,0.067315734,0.033314511718749995
120,0.48,0.022652764,0.051647207031249996,0.067315937,0.033333117
121,0.484,0.022663492,0.051653445,0.067317914,0.033339992
