time,F8,F4,Fz,F3,F7
0,0.040280242187499996,0.038349586,0.10936475781249999,0.032011629,0.03456348
0.004,0.040279605,0.038348012,0.10936355468749999,0.032011293,0.03456298
0.008,0.040279504,0.038347171874999995,0.10936267968749999,0.032010789062499996,0.034562645
0.012,0.040279371093749995,0.03834657,0.109362078,0.032009314,0.034561703124999996
0.016,0.040277625,0.038346300781249995,0.109360836,0.032008912109374996,0.034561168
0.02,0.040276652,0.038346671874999995,0.109359633,0.032010086,0.034561234
0.024,0.040276285,0.038346402343749995,0.10935815624999999,0.032010287,0.034561371
0.028,0.040276117187499995,0.038347374999999996,0.10935782031249999,0.032010689,0.034560094
0.032,0.040274910156249996,0.038349254,0.10935774999999999,0.032011227,0.034558988
0.036,0.040274406,0.038350593749999995,0.10935745312499999,0.032011393,0.034558789
0.04,0.040273637,0.038350695312499995,0.10935621093749999,0.032010957031249995,0.034558555
0.044,0.040273031,0.038350324218749995,0.109353961,0.032009717,0.034559727
0.048,0.040271992,0.038350023,0.109349539,0.032008813,0.034560195
0.052,0.040271156249999995,0.03834982,0.109347094,0.032008375,0.034559792968749996
0.056,0.040270316,0.038348918,0.109346016,0.032008576,0.034559625
0.06,0.040269144531249995,0.038347844,0.109345414,0.032009215,0.034559792968749996
0.064,0.040268574,0.038347574,0.10934400781249999,0.032008007812499996,0.034559691406249995
0.068,0.040267602,0.03834734,0.10934263281249999,0.03200727,0.034559391
0.072,0.040266797,0.038346973,0.109342125,0.032006900390624995,0.034558555
0.076,0.040266695312499996,0.038347574,0.10934222656249999,0.032005894531249995,0.034556777
0.08,0.040266598,0.038347676,0.109341891,0.032004990234374996,0.034555738
0.084,0.040266195312499996,0.03834684,0.10934068749999999,0.032004654,0.034555234
0.088,0.040266093749999995,0.038346300781249995,0.109340047,0.032004252,0.034554664
0.092,0.040266797,0.038346168,0.10933887499999999,0.032002609,0.034554094
0.096,0.040266898,0.038346402343749995,0.10933833593749999,0.032002141,0.034553089843749996
0.1,0.040266563,0.038346602,0.109338172,0.032002708984374996,0.034552785
0.104,0.040266863281249995,0.038346367,0.10933720312499999,0.032001402,0.034552754
0.108,0.040267434,0.038345328,0.10933592187499999,0.032000798828124996,0.034551914
